review_id,hotel,date,reviewer_country,trip_type,rating,review_text,sentiment_true,aspect_cleanliness,aspect_staff,aspect_food,aspect_location,aspect_value
R2635,Grand Resort Hotel,2025-05-18,PG,Business,2,Terrible experience. the reception seemed overwhelmed and disorganized. the restaurant food was overpriced and bland. Never again.,negative,2,1,2,3,3
R2636,Grand Resort Hotel,2024-02-09,MH,Leisure,3,"A solid 3-star experience. Perfect location, walking distance to everything but the breakfast buffet ran out of items early.",mixed,3,4,1,5,3
R2637,City Center Hotel,2025-07-21,IN,Leisure,3,"Nice hotel with some issues. Excellent value for money, however staff was unresponsive to our requests.",mixed,3,1,4,4,4
R2638,City Center Hotel,2025-04-12,CL,Family,5,"Everything was perfect - Room service was fast and the food was excellent, The location is unbeatable - right in the center. 10/10.",positive,4,4,4,4,4
R2639,Grand Resort Hotel,2025-04-03,SY,Family,5,One of the best hotels I've stayed at. Everything was pristine and well-maintained. Highly recommend!,positive,4,4,5,4,4
R2640,City Center Hotel,2024-12-06,BS,Couple,3,"A solid 3-star experience. Perfect location, walking distance to everything but breakfast was mediocre and limited options.",mixed,4,3,1,5,4
R2641,City Center Hotel,2025-06-09,MH,Business,4,A truly memorable stay. The rooms were spotlessly clean. We'll be back for sure!,positive,5,4,5,5,5
R2642,City Center Hotel,2024-02-26,NR,Business,5,Can't say enough good things about this place. Great location near public transport and Affordable luxury at its best.,positive,5,5,4,4,4
R2643,City Center Hotel,2025-03-13,GH,Solo,5,Can't say enough good things about this place. The breakfast buffet was outstanding with great variety and Beautiful surroundings with ocean view.,positive,5,4,5,4,4
R2644,City Center Hotel,2025-10-19,CZ,Leisure,2,"Would not recommend. staff was rude at the front desk. For the price we paid, unacceptable.",negative,2,2,3,2,3
R2645,City Center Hotel,2025-11-01,MY,Family,5,"Everything was perfect - Impeccable cleanliness throughout, Beautiful surroundings with ocean view. 10/10.",positive,5,5,5,5,4
R2646,Grand Resort Hotel,2025-05-19,SC,Family,3,Good but not great. The location is unbeatable - right in the center. The downside was staff was rude at the front desk.,mixed,3,2,3,5,4
R2647,Grand Resort Hotel,2025-11-28,NR,Solo,3,The value was great but the breakfast buffet ran out of items early. Would still recommend.,mixed,4,4,2,3,5
R2648,City Center Hotel,2024-11-25,SE,Business,4,Absolutely wonderful stay! The value was exceptional and the cleanliness exceeded all expectations.,positive,4,4,4,5,4
R2649,City Center Hotel,2024-12-02,LT,Leisure,3,Decent stay. The concierge gave amazing restaurant recommendations but the neighborhood felt unsafe at night. Room for improvement.,mixed,3,5,3,2,4
R2650,City Center Hotel,2025-06-10,BF,Solo,5,Exceeded our expectations in every way. The staff was outstanding.,positive,4,4,5,5,5
R2651,Grand Resort Hotel,2025-01-23,OM,Couple,4,A truly memorable stay. Best deal we found in the area. We'll be back for sure!,positive,5,5,4,4,4
R2652,Grand Resort Hotel,2025-10-17,IR,Couple,5,Exceeded our expectations in every way. The staff was outstanding.,positive,4,5,5,4,5
R2653,Grand Resort Hotel,2025-04-29,MN,Business,2,Very disappointing stay. hidden charges everywhere and the carpets looked stained and old.,negative,1,1,2,2,2
R2654,City Center Hotel,2025-04-15,BZ,Solo,2,Hugely disappointed. the minibar prices were outrageous. Will be filing a complaint.,negative,1,3,2,1,2
R2655,City Center Hotel,2024-03-29,BE,Couple,2,Worst hotel experience in a long time. found hair in the bathroom.,negative,2,3,3,2,1
R2656,City Center Hotel,2024-03-10,CF,Business,5,Fantastic experience from start to finish. Beautiful surroundings with ocean view.,positive,4,4,4,5,5
R2657,Grand Resort Hotel,2024-01-13,MU,Leisure,2,Worst hotel experience in a long time. much cheaper options with better quality nearby.,negative,2,1,3,3,2
R2658,City Center Hotel,2025-04-18,ES,Leisure,4,The value was great but the breakfast buffet ran out of items early. Would still recommend.,mixed,3,4,1,4,4
R2659,City Center Hotel,2025-04-21,NO,Family,4,Exceeded our expectations in every way. The location was outstanding.,positive,5,4,4,4,4
R2660,Grand Resort Hotel,2024-03-10,FI,Business,4,"Nice hotel with some issues. Everything was pristine and well-maintained, however difficult to find parking near the hotel.",mixed,4,4,4,1,4
R2661,Grand Resort Hotel,2025-01-13,KE,Family,2,Very disappointing stay. waited 20 minutes for someone to help us and way overpriced for what you get.,negative,1,2,1,1,2
R2662,Grand Resort Hotel,2025-02-01,ET,Family,4,Perfect hotel for our vacation. Great price for what you get and The location is unbeatable - right in the center.,positive,5,4,5,5,4
R2663,City Center Hotel,2024-06-23,NA,Family,5,Perfect hotel for our vacation. Best hotel breakfast I've ever had and Great location near public transport.,positive,5,4,4,4,4
R2664,Grand Resort Hotel,2025-05-15,EE,Leisure,4,"Mixed feelings about this hotel. Ideal location for both business and leisure. Unfortunately, waited 20 minutes for someone to help us.",mixed,3,2,4,5,3
R2665,City Center Hotel,2025-08-07,UG,Business,2,Below expectations. no one seemed to care about guest satisfaction. Staff seemed disinterested.,negative,2,2,3,2,1
R2666,City Center Hotel,2024-05-07,IS,Leisure,5,Absolutely wonderful stay! The staff was exceptional and the location exceeded all expectations.,positive,5,4,4,5,5
R2667,City Center Hotel,2024-11-28,SM,Family,5,Fantastic experience from start to finish. Housekeeping did an amazing job.,positive,4,5,4,4,5
R2668,City Center Hotel,2024-04-22,UZ,Solo,5,Can't say enough good things about this place. Best hotel breakfast I've ever had and The rooms were spotlessly clean.,positive,4,4,4,4,4
R2669,Grand Resort Hotel,2024-12-26,SA,Family,4,The food was great but the minibar prices were outrageous. Would still recommend.,mixed,3,4,4,4,2
R2670,City Center Hotel,2024-09-18,SI,Solo,5,Fantastic experience from start to finish. Impeccable cleanliness throughout.,positive,5,4,4,4,5
R2671,Grand Resort Hotel,2025-05-07,NR,Business,3,The cleanliness was great but staff was unresponsive to our requests. Would still recommend.,mixed,4,1,3,4,3
R2672,City Center Hotel,2025-12-19,CD,Family,2,Below expectations. housekeeping missed our room twice. Staff seemed unhelpful.,negative,1,3,1,3,1
R2673,City Center Hotel,2024-07-31,KZ,Business,4,Can't say enough good things about this place. Excellent value for money and Ideal location for both business and leisure.,positive,4,4,4,5,5
R2674,Grand Resort Hotel,2025-10-05,BE,Family,3,Good but not great. Great location near public transport. The downside was way overpriced for what you get.,mixed,3,4,4,4,1
R2675,City Center Hotel,2024-08-13,KH,Couple,4,Best hotel experience we've had in years. Housekeeping did an amazing job.,positive,4,5,4,5,4
R2676,Grand Resort Hotel,2025-07-05,HU,Leisure,4,"Everything was perfect - Perfect location, walking distance to everything, Reception team went above and beyond. 10/10.",positive,5,5,5,4,4
R2677,City Center Hotel,2025-12-29,CG,Leisure,3,Good but not great. Affordable luxury at its best. The downside was food quality was poor for a hotel at this price.,mixed,4,3,1,4,4
R2678,City Center Hotel,2024-08-14,GN,Family,5,Can't say enough good things about this place. Restaurant food was absolutely delicious and Reception team went above and beyond.,positive,4,5,4,5,4
R2679,City Center Hotel,2025-10-22,CI,Business,4,Perfect hotel for our vacation. The chef prepared an incredible dinner and The concierge gave amazing restaurant recommendations.,positive,5,4,4,5,4
R2680,City Center Hotel,2024-03-01,BF,Leisure,5,Absolutely wonderful stay! The food was exceptional and the value exceeded all expectations.,positive,5,4,5,4,4
R2681,Grand Resort Hotel,2024-12-29,AZ,Business,5,Perfect hotel for our vacation. Best hotel breakfast I've ever had and Great price for what you get.,positive,5,5,4,4,4
R2682,City Center Hotel,2025-06-05,TR,Solo,3,"The hotel has potential. Impeccable cleanliness throughout, yet difficult to find parking near the hotel.",mixed,5,3,3,2,3
R2683,Grand Resort Hotel,2024-04-29,IQ,Couple,5,Can't say enough good things about this place. Service was impeccable from check-in to checkout and Housekeeping did an amazing job.,positive,5,4,5,5,4
R2684,City Center Hotel,2024-03-01,GY,Couple,4,A solid 3-star experience. Excellent value for money but staff was unresponsive to our requests.,mixed,4,2,3,3,5
R2685,City Center Hotel,2025-11-03,BI,Leisure,5,Best hotel experience we've had in years. Beautiful surroundings with ocean view.,positive,5,5,4,4,5
R2686,City Center Hotel,2024-08-22,SN,Leisure,4,Fantastic experience from start to finish. Service was impeccable from check-in to checkout.,positive,4,5,5,4,4
R2687,City Center Hotel,2024-01-02,BZ,Couple,5,One of the best hotels I've stayed at. The bathroom was sparkling clean. Highly recommend!,positive,4,4,5,5,5
R2688,Grand Resort Hotel,2024-05-30,IS,Couple,4,Best hotel experience we've had in years. Excellent value for money.,positive,4,4,4,4,4
R2689,City Center Hotel,2025-02-22,GR,Leisure,2,Save your money and go elsewhere. the lobby area was dirty. the neighborhood felt unsafe at night.,negative,2,3,2,1,2
R2690,Grand Resort Hotel,2025-11-09,VN,Couple,3,Decent stay. Reception team went above and beyond but the lobby area was dirty. Room for improvement.,mixed,1,4,3,4,3
R2691,City Center Hotel,2024-04-18,ME,Family,5,Perfect hotel for our vacation. Service was impeccable from check-in to checkout and Beautiful surroundings with ocean view.,positive,4,5,4,4,5
R2692,City Center Hotel,2025-09-26,VC,Leisure,2,"Would not recommend. the breakfast buffet ran out of items early. For the price we paid, unacceptable.",negative,3,1,2,1,1
R2693,City Center Hotel,2024-01-08,NA,Solo,2,Save your money and go elsewhere. the neighborhood felt unsafe at night. staff was unresponsive to our requests.,negative,2,2,1,1,2
R2694,City Center Hotel,2025-05-08,MX,Business,2,Not worth the money. the lobby area was dirty and the reception seemed overwhelmed and disorganized.,negative,2,2,1,3,1
R2695,City Center Hotel,2024-06-25,MX,Business,5,Exceeded our expectations in every way. The location was outstanding.,positive,5,5,4,5,4
R2696,City Center Hotel,2024-04-05,BZ,Family,5,"Everything was perfect - Everything was pristine and well-maintained, Great location near public transport. 10/10.",positive,5,5,4,5,4
R2697,City Center Hotel,2025-01-30,GN,Business,5,Exceeded our expectations in every way. The staff was outstanding.,positive,5,4,4,4,5
R2698,Grand Resort Hotel,2024-05-31,ES,Business,4,A solid 3-star experience. Service was impeccable from check-in to checkout but breakfast was mediocre and limited options.,mixed,4,4,1,4,4
R2699,Grand Resort Hotel,2025-06-05,MD,Business,3,"Overall a good stay, but breakfast was mediocre and limited options. On the positive side, The rooms were spotlessly clean.",mixed,4,4,1,4,4
R2700,Grand Resort Hotel,2024-08-28,IQ,Business,2,Worst hotel experience in a long time. the reception seemed overwhelmed and disorganized.,negative,3,1,1,3,3
R2701,Grand Resort Hotel,2024-04-30,SA,Leisure,5,"Can't say enough good things about this place. The breakfast buffet was outstanding with great variety and Perfect location, walking distance to everything.",positive,4,5,5,5,5
R2702,Grand Resort Hotel,2024-05-18,GA,Business,2,Very disappointing stay. the room was not clean when we arrived and room service took over an hour.,negative,2,3,1,3,1
R2703,City Center Hotel,2024-02-02,DO,Leisure,5,"Everything was perfect - Housekeeping did an amazing job, Excellent value for money. 10/10.",positive,5,4,5,5,5
R2704,Grand Resort Hotel,2025-02-27,GA,Leisure,3,"Nice hotel with some issues. Everything was pristine and well-maintained, however the neighborhood felt unsafe at night.",mixed,5,3,4,2,3
R2705,Grand Resort Hotel,2025-06-23,LY,Leisure,4,"The hotel has potential. The rooms were spotlessly clean, yet the restaurant food was overpriced and bland.",mixed,5,4,1,4,3
R2706,Grand Resort Hotel,2025-06-10,DZ,Leisure,4,Best hotel experience we've had in years. Great location near public transport.,positive,4,4,5,4,5
R2707,City Center Hotel,2024-10-24,JO,Couple,3,"The hotel has potential. Everything was pristine and well-maintained, yet the neighborhood felt unsafe at night.",mixed,5,4,3,1,3
R2708,Grand Resort Hotel,2024-09-04,MA,Business,2,Below expectations. location was far from the city center. Staff seemed disinterested.,negative,1,1,2,1,1
R2709,City Center Hotel,2024-04-17,UG,Business,2,Terrible experience. breakfast was mediocre and limited options. the reception seemed overwhelmed and disorganized. Never again.,negative,2,2,2,1,3
R2710,Grand Resort Hotel,2024-05-23,JO,Leisure,4,"Mixed feelings about this hotel. The concierge gave amazing restaurant recommendations. Unfortunately, breakfast was mediocre and limited options.",mixed,4,4,2,3,3
R2711,City Center Hotel,2025-01-28,ES,Leisure,1,Hugely disappointed. no one seemed to care about guest satisfaction. Will be filing a complaint.,negative,3,2,2,3,1
R2712,Grand Resort Hotel,2024-10-12,AD,Couple,4,Absolutely wonderful stay! The staff was exceptional and the cleanliness exceeded all expectations.,positive,5,4,5,5,4
R2713,City Center Hotel,2025-07-08,BY,Solo,3,The staff was great but very far from public transportation. Would still recommend.,mixed,3,4,3,1,4
R2714,City Center Hotel,2025-02-25,ER,Business,4,"Mixed feelings about this hotel. Service was impeccable from check-in to checkout. Unfortunately, room service took over an hour.",mixed,3,5,1,4,3
R2715,Grand Resort Hotel,2025-05-25,SC,Solo,4,Good but not great. Great price for what you get. The downside was the room was not clean when we arrived.,mixed,2,3,3,4,5
R2716,City Center Hotel,2024-03-18,ME,Family,4,Decent stay. Beautiful surroundings with ocean view but staff was rude at the front desk. Room for improvement.,mixed,4,1,3,5,3
R2717,Grand Resort Hotel,2025-06-19,VU,Family,5,Can't say enough good things about this place. The bathroom was sparkling clean and Best hotel breakfast I've ever had.,positive,5,4,5,4,5
R2718,City Center Hotel,2025-04-03,QA,Business,3,"Overall a good stay, but the breakfast buffet ran out of items early. On the positive side, The location is unbeatable - right in the center.",mixed,4,3,2,5,4
R2719,City Center Hotel,2025-05-15,SZ,Leisure,3,A solid 3-star experience. Ideal location for both business and leisure but housekeeping missed our room twice.,mixed,2,3,3,4,3
R2720,City Center Hotel,2024-11-02,KP,Family,3,Good but not great. The rooms were spotlessly clean. The downside was noisy area with construction nearby.,mixed,4,4,3,1,3
R2721,City Center Hotel,2024-01-23,FM,Solo,4,"Mixed feelings about this hotel. Restaurant food was absolutely delicious. Unfortunately, housekeeping missed our room twice.",mixed,1,3,5,3,4
R2722,City Center Hotel,2025-10-25,GY,Business,4,A solid 3-star experience. Beautiful surroundings with ocean view but staff was unresponsive to our requests.,mixed,3,2,3,4,3
